fid,id,pid,mid,sex,sexf,pop,reg,population,region
NG73,HG03294,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG73,HG03295,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG74,HG03297,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG74,HG03298,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG75,HG03300,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG75,HG03301,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG76,HG03303,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG76,HG03304,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG78,HG03311,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG79,HG03313,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG89,HG03342,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG89,HG03343,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG92,HG03351,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG92,HG03352,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG93,HG03354,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG96,HG03363,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG97,HG03366,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG97,HG03367,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG98,HG03369,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG98,HG03370,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG99,HG03372,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
SL24,HG03376,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03378,HG03378,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL25,HG03380,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL26,HG03382,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL27,HG03385,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL28,HG03388,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL29,HG03391,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL30,HG03394,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03397,HG03397,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL32,HG03401,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL35,HG03410,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL38,HG03419,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL42,HG03428,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03432,HG03432,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03433,HG03433,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03436,HG03436,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03437,HG03437,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL46,HG03439,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03442,HG03442,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03445,HG03445,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03446,HG03446,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL49,HG03449,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL50,HG03451,HG03466,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL50,HG03452,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL51,HG03455,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03457,HG03457,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL52,HG03458,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03460,HG03460,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03461,HG03461,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL54,HG03464,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL56i,HG03469,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL56,HG03470,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03472,HG03472,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL57,HG03473,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL58,HG03476,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL59,HG03478,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL59,HG03479,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL61,HG03484,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL61,HG03485,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
PK42,HG03488,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK43,HG03490,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK43,HG03491,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
NG102,HG03499,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG106,HG03511,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG107,HG03514,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG107,HG03515,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG108,HG03517,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG108,HG03518,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
NG109,HG03520,0,0,2,female,ESN,AFR,Esan in Nigeria,Africa
NG109,HG03521,0,0,1,male,ESN,AFR,Esan in Nigeria,Africa
GB125,HG03538,0,0,1,male,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
GB125,HG03539,0,0,2,female,GWD,AFR,"Gambian in Western Division, The Gambia",Africa
HG03547,HG03547,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03548,HG03548,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03556,HG03556,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03557,HG03557,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03558,HG03558,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL66,HG03559,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL67,HG03563,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
HG03565,HG03565,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
HG03567,HG03567,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL70,HG03571,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL70,HG03572,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL71,HG03575,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL72,HG03577,0,0,1,male,MSL,AFR,Mende in Sierra Leone,Africa
SL72,HG03578,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
SL73,HG03583,0,0,2,female,MSL,AFR,Mende in Sierra Leone,Africa
BD4,HG03585,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD05,HG03589,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD6,HG03593,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD7,HG03594,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD7,HG03595,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD8,HG03598,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD09,HG03600,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD10,HG03603,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD10,HG03604,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD11,HG03607,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD12,HG03611,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD14,HG03615,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD14,HG03616,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
PK44,HG03619,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK46,HG03624,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK46,HG03625,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK47,HG03629,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK48,HG03631,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK49,HG03634,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK50,HG03636,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK51,HG03640,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
ST006,HG03642,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST004,HG03643,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST004,HG03644,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST002,HG03645,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST001,HG03646,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
PK52,HG03649,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK53,HG03652,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK53,HG03653,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK55,HG03660,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK56,HG03663,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK58,HG03667,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK58,HG03668,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
ST008,HG03672,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST010,HG03673,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST006,HG03679,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST009,HG03680,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST011,HG03681,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST012,HG03684,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST013,HG03685,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST014,HG03686,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST015,HG03687,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST017,HG03689,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST018,HG03690,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST019,HG03691,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST020,HG03692,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST021,HG03693,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST022,HG03694,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST023,HG03695,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST024,HG03696,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST025,HG03697,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST026,HG03698,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
PK60,HG03702,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK60,HG03703,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK61,HG03705,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK61,HG03706,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK62,HG03708,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK62,HG03709,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
ST027,HG03711,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT001,HG03713,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT009,HG03714,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT009,HG03716,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT010,HG03717,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT010,HG03718,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT052,HG03720,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT002,HG03722,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT003,HG03727,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT013,HG03729,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT011,HG03730,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT013,HG03731,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
ST041,HG03733,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST043,HG03736,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST044,HG03738,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST038,HG03740,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST038,HG03741,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT015,HG03742,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
ST046,HG03743,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST047,HG03744,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST049,HG03745,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST050,HG03746,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST051,HG03750,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST053,HG03752,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST054,HG03753,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST051,HG03754,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST052,HG03755,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST052,HG03756,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST046,HG03757,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST058,HG03760,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
PK63,HG03762,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK64,HG03765,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK65,HG03767,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
IT016,HG03770,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT016,HG03771,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT004,HG03772,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT004,HG03773,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT020,HG03774,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT020,HG03775,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT022,HG03777,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT21,HG03778,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT019,HG03779,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT039,HG03780,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT018,HG03781,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT029,HG03782,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT023,HG03784,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT024,HG03785,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT023,HG03786,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT027,HG03787,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT028,HG03788,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT028,HG03789,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT025,HG03790,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT026,HG03792,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
BD15,HG03793,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD16,HG03796,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD17,HG03800,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD18,HG03802,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD18,HG03803,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD19,HG03805,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD20,HG03808,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD20,HG03809,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
HG03812,HG03812,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD22,HG03814,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD22,HG03815,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD23,HG03817,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD24,HG03821,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD25,HG03823,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD25,HG03824,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD26,HG03826,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD27,HG03829,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD27,HG03830,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD28,HG03832,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD28,HG03833,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
ST074,HG03836,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST079,HG03837,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST078,HG03838,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST075,HG03844,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST080,HG03846,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST084,HG03848,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST082,HG03849,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST082,HG03850,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST089,HG03851,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST094,HG03854,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST092,HG03856,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST091,HG03857,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST090,HG03858,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT032,HG03861,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT035,HG03862,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT033,HG03863,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT034,HG03864,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT030,HG03866,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT038,HG03867,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT5,HG03868,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT035,HG03869,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT037,HG03870,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
HG03871,HG03871,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT036,HG03872,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT030,HG03873,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT006,HG03874,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT40,HG03875,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT039a,HG03882,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
ST039,HG03884,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST016,HG03885,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST016,HG03886,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST106,HG03887,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST050,HG03888,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST110,HG03890,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST111,HG03894,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST107,HG03895,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST111,HG03896,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST115,HG03897,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST114,HG03898,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST114,HG03899,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST115,HG03900,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
HG03902,HG03902,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD30,HG03905,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD31,HG03907,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD31,HG03908,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD32,HG03910,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD32,HG03911,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD33,HG03913,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD33,HG03914,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
HG03916,HG03916,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD34,HG03917,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD35,HG03919,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD35,HG03920,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD36,HG03922,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD37,HG03925,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD37,HG03926,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
BD38,HG03928,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD39,HG03931,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD40,HG03934,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD41,HG03937,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD42,HG03940,0,0,2,female,BEB,SAS,Bengali in Bangladesh,South Asia
BD42,HG03941,0,0,1,male,BEB,SAS,Bengali in Bangladesh,South Asia
ST116,HG03943,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST116,HG03944,0,HG04067,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST117,HG03945,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST118,HG03947,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST123,HG03949,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST090,HG03950,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST013,HG03951,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST122,HG03953,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST119,HG03955,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT044,HG03960,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT042,HG03963,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT45,HG03965,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT51,HG03967,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT046,HG03968,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT046,HG03969,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT048,HG03971,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT050,HG03973,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT049,HG03974,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT050,HG03976,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT047,HG03977,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT047,HG03978,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
ST144,HG03985,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST106,HG03986,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST145,HG03989,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST142,HG03990,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST143,HG03991,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST021,HG03995,0,0,2,female,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST147,HG03998,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST007,HG03999,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT053,HG04001,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT053,HG04002,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
ST152,HG04003,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
ST078,HG04006,0,0,1,male,STU,SAS,Sri Lankan Tamil in the UK,South Asia
IT059,HG04014,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT060,HG04015,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT061,HG04017,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT007,HG04018,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT056,HG04019,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT059,HG04020,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT062,HG04022,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT058,HG04023,0,0,1,male,ITU,SAS,Indian Telugu in the UK,South Asia
IT058,HG04025,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
IT061,HG04026,0,0,2,female,ITU,SAS,Indian Telugu in the UK,South Asia
