fid,id,pid,mid,sex,sexf,pop,reg,population,region
m006,NA19654,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m006,NA19655,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m007,NA19657,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m007,NA19658,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m008,NA19661,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m012,NA19663,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m012,NA19664,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m002,NA19669,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m002,NA19670,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m004,NA19676,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m009,NA19678,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m009,NA19679,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m010,NA19681,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m010,NA19682,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m011,NA19684,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2367,NA19700,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2367,NA19701,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2368,NA19703,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2368,NA19704,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2369,NA19707,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2371,NA19711,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2371,NA19712,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2436,NA19713,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
m014,NA19716,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m014,NA19717,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m015,NA19719,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m015,NA19720,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m016,NA19722,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m016,NA19723,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m017,NA19725,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m017,NA19726,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m018,NA19728,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m018,NA19729,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m019,NA19731,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m019,NA19732,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2393,NA19734,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2393,NA19735,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2395,NA19740,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2395,NA19741,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m023,NA19746,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m023,NA19747,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m024,NA19749,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m024,NA19750,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2401,NA19752,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m026,NA19755,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m026,NA19756,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m027,NA19758,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m027,NA19759,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m028,NA19761,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m028,NA19762,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2405,NA19764,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m031,NA19770,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m031,NA19771,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m033,NA19773,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m033,NA19774,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m034,NA19776,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m034,NA19777,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m035,NA19779,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m035,NA19780,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m036,NA19782,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m036,NA19783,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m032,NA19785,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m032,NA19786,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m037,NA19788,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m037,NA19789,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2414,NA19792,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m039,NA19794,0,0,2,female,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
m039,NA19795,0,0,1,male,MXL,AMR,"Mexican Ancestry in Los Angeles, California",America
2418,NA19818,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2418,NA19819,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2424,NA19834,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2424,NA19835,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2425,NA19900,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2425,NA19901,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2426,NA19904,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2427,NA19908,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2427,NA19909,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2426a,NA19913,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2430,NA19914,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2431,NA19916,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2431,NA19917,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2433,NA19920,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2433,NA19921,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2434,NA19922,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2434,NA19923,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2436,NA19982,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2437a,NA19984,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2446,NA20126,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2446,NA20127,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2357a,NA20274,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2466,NA20276,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2467,NA20278,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2469a,NA20281,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2469,NA20282,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2470,NA20287,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2471,NA20289,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2472,NA20291,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2474,NA20294,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2475,NA20296,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2476a,NA20298,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2476,NA20299,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2479,NA20314,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2480,NA20317,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2480a,NA20318,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2481a,NA20320,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2481,NA20321,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2483,NA20332,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2484,NA20334,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2486,NA20339,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2487,NA20340,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2488,NA20342,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2490,NA20346,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2491,NA20348,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2493,NA20351,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2484a,NA20355,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2494,NA20356,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2494,NA20357,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2495,NA20359,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
2495a,NA20362,0,0,1,male,ASW,AFR,African Ancestry in Southwest US,Africa
2505,NA20412,0,0,2,female,ASW,AFR,African Ancestry in Southwest US,Africa
NA20502,NA20502,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20503,NA20503,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20504,NA20504,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20505,NA20505,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20506,NA20506,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20507,NA20507,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20508,NA20508,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20509,NA20509,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20510,NA20510,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20511,NA20511,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20512,NA20512,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20513,NA20513,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20514,NA20514,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20515,NA20515,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20516,NA20516,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20517,NA20517,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20518,NA20518,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20519,NA20519,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20520,NA20520,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20521,NA20521,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20522,NA20522,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20524,NA20524,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20525,NA20525,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20527,NA20527,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20528,NA20528,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20529,NA20529,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20530,NA20530,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20531,NA20531,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20532,NA20532,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20533,NA20533,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20534,NA20534,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20535,NA20535,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20536,NA20536,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20538,NA20538,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20539,NA20539,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20540,NA20540,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20541,NA20541,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20542,NA20542,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20543,NA20543,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20544,NA20544,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20581,NA20581,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20582,NA20582,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20585,NA20585,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20586,NA20586,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20587,NA20587,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20588,NA20588,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20589,NA20589,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20752,NA20752,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20753,NA20753,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20754,NA20754,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20755,NA20755,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20756,NA20756,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20757,NA20757,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20758,NA20758,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20759,NA20759,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20760,NA20760,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20761,NA20761,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20762,NA20762,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20763,NA20763,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20764,NA20764,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20765,NA20765,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20766,NA20766,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20767,NA20767,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20768,NA20768,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20769,NA20769,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20770,NA20770,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20771,NA20771,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20772,NA20772,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20773,NA20773,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20774,NA20774,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20775,NA20775,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20778,NA20778,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20783,NA20783,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20785,NA20785,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20786,NA20786,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20787,NA20787,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20790,NA20790,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20792,NA20792,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20795,NA20795,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20796,NA20796,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20797,NA20797,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20798,NA20798,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20799,NA20799,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20800,NA20800,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20801,NA20801,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20802,NA20802,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20803,NA20803,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20804,NA20804,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20805,NA20805,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20806,NA20806,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20807,NA20807,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20808,NA20808,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20809,NA20809,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20810,NA20810,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20811,NA20811,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20812,NA20812,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20813,NA20813,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20814,NA20814,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20815,NA20815,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20818,NA20818,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20819,NA20819,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20821,NA20821,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20822,NA20822,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20826,NA20826,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20827,NA20827,0,0,1,male,TSI,EUR,Toscani in Italy,Europe
NA20828,NA20828,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20832,NA20832,0,0,2,female,TSI,EUR,Toscani in Italy,Europe
NA20845,NA20845,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20846,NA20846,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20847,NA20847,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20849,NA20849,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20850,NA20850,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20851,NA20851,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20852,NA20852,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20853,NA20853,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20854,NA20854,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20856,NA20856,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20858,NA20858,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20859,NA20859,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20861,NA20861,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20862,NA20862,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20863,NA20863,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20864,NA20864,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20866,NA20866,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20867,NA20867,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
GIH001,NA20868,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20869,NA20869,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20870,NA20870,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20872,NA20872,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20874,NA20874,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20875,NA20875,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20876,NA20876,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20877,NA20877,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20878,NA20878,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20881,NA20881,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20882,NA20882,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20884,NA20884,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20885,NA20885,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
GIH002,NA20886,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20887,NA20887,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20888,NA20888,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20889,NA20889,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20890,NA20890,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20891,NA20891,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20892,NA20892,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20894,NA20894,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20895,NA20895,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20896,NA20896,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20897,NA20897,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20899,NA20899,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20900,NA20900,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20901,NA20901,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20902,NA20902,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20903,NA20903,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20904,NA20904,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20905,NA20905,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20906,NA20906,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20908,NA20908,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
GIH003,NA20910,NA20909,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA20911,NA20911,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21086,NA21086,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21087,NA21087,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21088,NA21088,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21089,NA21089,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21090,NA21090,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21091,NA21091,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21092,NA21092,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21093,NA21093,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21094,NA21094,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21095,NA21095,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21097,NA21097,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21098,NA21098,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21099,NA21099,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21100,NA21100,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21101,NA21101,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21102,NA21102,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21103,NA21103,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21104,NA21104,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21105,NA21105,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21106,NA21106,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21107,NA21107,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21108,NA21108,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21109,NA21109,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21110,NA21110,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21111,NA21111,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21112,NA21112,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21113,NA21113,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21114,NA21114,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21115,NA21115,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21116,NA21116,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21117,NA21117,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21118,NA21118,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21119,NA21119,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21120,NA21120,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21122,NA21122,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21123,NA21123,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21124,NA21124,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21125,NA21125,0,0,2,female,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21126,NA21126,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21127,NA21127,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21128,NA21128,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
NA21129,NA21129,0,0,1,male,GIH,SAS,"Gujarati Indian in Houston, TX",South Asia
